StartSample,EndSample,StartTimeFromEpochSeconds,StartTimeRelativeToStimulusSeconds,MeanAbsoluteDifferenceHz,GroupAMeanAbsoluteDifferenceHz,GroupBMeanAbsoluteDifferenceHz,RootMeanSquaredDifferenceHz,MaximumAbsoluteDifferenceHz,MatchingPercentage
13,1262,0.048,-0.452,0.24097619047619,0.127833333333333,0.303833333333333,0.42939106939501,1.77,41.9642857142857
16,1265,0.06,-0.44,0.241273809523809,0.110333333333333,0.314018518518518,0.431991631679677,1.84,41.0714285714286
9,1258,0.032,-0.468,0.242166666666667,0.127833333333333,0.305685185185185,0.424315162518213,1.77,41.9642857142857
44,1293,0.172,-0.328,0.242761904761905,0.0943333333333333,0.325222222222222,0.441434467264269,1.77,44.6428571428571
28,1277,0.108,-0.392,0.243297619047619,0.103666666666667,0.32087037037037,0.422937694762235,1.77,43.75
15,1264,0.056,-0.444,0.243357142857143,0.110333333333333,0.317259259259259,0.439628838764037,1.84,41.0714285714286
19,1268,0.072,-0.428,0.243833333333333,0.106166666666667,0.320314814814815,0.435936894734176,1.84,43.75
27,1276,0.104,-0.396,0.244130952380952,0.106833333333333,0.320407407407407,0.423324549965124,1.77,43.75
45,1294,0.176,-0.324,0.244547619047619,0.0943333333333333,0.328,0.44302274297563,1.77,44.6428571428571
17,1266,0.064,-0.436,0.247107142857143,0.116166666666667,0.319851851851852,0.436301310258557,1.84,41.9642857142857
8,1257,0.028,-0.472,0.249607142857143,0.127833333333333,0.317259259259259,0.442729744860368,1.84,41.0714285714286
18,1267,0.068,-0.432,0.249785714285714,0.116166666666667,0.324018518518518,0.440363423145525,1.84,41.9642857142857
1,1250,0,-0.5,0.249904761904762,0.141666666666667,0.310037037037037,0.447944715622328,1.84,42.8571428571429
2,1251,0.004,-0.496,0.2505,0.141666666666667,0.310962962962963,0.44801779478548,1.84,42.8571428571429
3,1252,0.008,-0.492,0.251511904761905,0.1445,0.310962962962963,0.448431685087568,1.84,42.8571428571429
4,1253,0.012,-0.488,0.253,0.1445,0.313277777777778,0.451221560683216,1.84,41.9642857142857
7,1256,0.024,-0.476,0.25347619047619,0.127833333333333,0.323277777777778,0.446111622091466,1.84,40.1785714285714
6,1255,0.02,-0.48,0.254071428571429,0.127833333333333,0.324203703703704,0.447044642847236,1.84,41.0714285714286
5,1254,0.016,-0.484,0.254488095238095,0.1445,0.315592592592593,0.451595170935982,1.84,41.0714285714286
